133.61.2	0.686792
133.66.2	0.626458
133.79.1	0.939537
134.114.	0.102337
134.115.	0.739628
134.125.	0.406253
134.160.	0.365100
134.173.	0.004528
135.174.	0.886744
135.226.	0.459594
135.79.9	0.561887
136.1.0.	0.735024
136.105.	0.559913
136.110.	0.238939
136.181.	0.922861
136.229.	0.596608
137.157.	0.648491
137.190.	0.275608
137.210.	0.568002
138.115.	0.507614
138.122.	0.663861
138.142.	0.170861
138.18.2	0.058263
138.34.1	0.950521
138.8.11	0.725388
139.109.	0.226209
139.129.	0.796748
139.171.	0.281416
139.186.	0.058490
14.134.1	0.989754
14.134.2	0.718249
14.62.76	0.360956
14.99.25	0.405488
140.156.	0.250575
140.186.	0.910058
140.197.	0.908951
140.204.	0.079731
141.173.	0.842894
141.203.	0.854050
141.5.21	0.655418
141.8.17	0.699592
142.190.	0.996523
142.221.	0.784859
142.250.	0.257803
143.10.9	0.027574
143.214.	0.982114
143.225.	0.717638
143.47.2	0.464628
143.53.2	0.230940
143.63.6	0.615352
144.12.1	0.343447
144.145.	0.882186
144.213.	0.912981
145.161.	0.387528
145.227.	0.702385
145.253.	0.234268
145.79.1	0.973834
146.109.	0.352847
146.129.	0.937472
146.89.2	0.691094
146.97.7	0.910950
147.121.	0.885284
147.15.2	0.620889
147.153.	0.878676
147.222.	0.613267
147.231.	0.066409
147.240.	0.277947
147.30.2	0.226422
148.0.25	0.419867
148.126.	0.731040
148.143.	0.431772
148.148.	0.200048
148.3.13	0.001393
148.77.7	0.226795
148.98.1	0.626230
149.121.	0.313529
149.148.	0.253301
149.247.	0.180203
15.111.1	0.814159
15.215.1	0.378469
15.250.2	0.896648
15.7.73.	0.097435
150.169.	0.403141
151.191.	0.966141
151.242.	0.828497
151.56.1	0.650383
151.9.30	0.420966
152.135.	0.271167
153.102.	0.117771
153.13.1	0.962461
153.142.	0.193799
153.28.7	0.558267
153.88.6	0.117842
154.110.	0.415695
154.136.	0.924480
154.138.	0.771482
154.212.	0.264907
154.90.1	0.037499
155.100.	0.416556
155.26.1	0.785445
156.101.	0.400346
156.109.	0.680558
156.223.	0.482746
157.199.	0.503180
157.201.	0.204755
157.54.3	0.341037
157.62.1	0.652415
158.145.	0.519207
158.153.	0.241336
158.194.	0.889704
158.237.	0.856973
158.87.1	0.625647
159.13.6	0.414192
159.220.	0.590325
159.63.3	0.629769
159.96.3	0.838603
16.117.9	0.381955
16.137.1	0.022277
16.165.1	0.544045
16.236.3	0.633051
16.31.14	0.132925
16.59.18	0.306483
160.153.	0.757600
160.41.1	0.099719
160.57.7	0.886604
160.74.4	0.231847
161.187.	0.079476
161.98.1	0.743510
162.123.	0.137542
162.135.	0.788602
162.201.	0.836541
163.155.	0.271945
163.163.	0.500576
163.177.	0.222735
163.85.1	0.749661
163.88.4	0.224063
164.102.	0.413509
165.144.	0.482070
165.181.	0.477135
165.43.1	0.080003
165.94.4	0.718856
165.98.2	0.853285
166.102.	0.024008
166.21.2	0.314401
166.219.	0.495753
166.39.7	0.560095
167.223.	0.959208
167.245.	0.013967
168.165.	0.370589
168.216.	0.413469
168.38.1	0.257341
169.0.10	0.226091
169.151.	0.865366
169.205.	0.048713
17.12.22	0.660136
17.196.2	0.026019
17.236.1	0.597697
17.90.12	0.054579
170.180.	0.008760
170.188.	0.039794
170.214.	0.981873
170.235.	0.001249
170.49.1	0.411939
170.58.2	0.662293
170.60.2	0.959444
171.186.	0.679149
171.221.	0.895586
173.121.	0.589168
173.124.	0.995013
173.131.	0.131164
173.156.	0.387882
173.196.	0.659544
174.119.	0.716492
174.15.8	0.995349
174.179.	0.621379
174.212.	0.130692
174.217.	0.030605
174.227.	0.129645
174.52.8	0.275139
174.66.1	0.646216
175.133.	0.833811
175.171.	0.081255
175.227.	0.918633
175.23.1	0.425700
175.6.22	0.012575
176.165.	0.429603
176.2.71	0.523255
176.21.1	0.288711
177.139.	0.704110
177.166.	0.001155
177.173.	0.857322
177.180.	0.854045
177.184.	0.502324
177.218.	0.061658
178.156.	0.974842
178.193.	0.696777
178.218.	0.406695
178.93.7	0.477286
179.46.1	0.543912
18.199.1	0.425927
18.218.2	0.184263
18.85.25	0.428804
180.208.	0.449267
180.236.	0.607376
180.52.1	0.854843
181.107.	0.129111
182.152.	0.638091
182.154.	0.301221
182.163.	0.332717
183.146.	0.410736
183.147.	0.790349
183.167.	0.535665
183.173.	0.042542
183.29.1	0.694989
183.81.0	0.488236
183.91.2	0.875197
184.113.	0.482041
184.185.	0.481088
184.193.	0.262430
184.49.2	0.251849
184.95.3	0.786910
185.132.	0.404883
185.171.	0.673784
186.125.	0.679091
186.132.	0.048597
186.153.	0.628985
186.165.	0.773821
186.63.3	0.099321
186.75.7	0.444767
187.198.	1.182849
187.2.21	0.154694
187.217.	0.517060
187.63.8	0.110274
187.67.3	0.233305
187.7.97	0.900544
187.85.6	0.933215
188.116.	0.517835
188.123.	0.178662
188.37.1	0.411610
189.145.	0.589714
189.214.	0.227357
189.231.	0.427352
189.32.4	0.583021
189.48.1	0.964714
189.59.1	0.754126
19.108.2	0.408875
19.232.7	0.470231
19.68.10	0.198910
190.202.	0.773020
191.116.	0.164891
191.18.9	0.619033
191.209.	0.496327
191.36.1	0.803229
192.126.	0.919738
192.153.	0.192872
192.173.	0.565269
192.222.	0.803857
192.85.1	0.830125
193.194.	0.436852
193.225.	0.223420
194.103.	0.163108
194.113.	0.705595
194.132.	0.669616
194.14.2	0.852442
194.173.	1.517722
194.223.	0.278824
194.253.	0.128491
194.8.51	0.349839
195.24.1	0.123671
195.240.	0.876291
196.175.	0.427724
196.177.	0.132607
197.105.	0.250030
197.249.	0.745025
197.40.3	0.096477
197.53.4	0.905621
198.128.	0.085720
198.26.1	0.385045
199.128.	0.969506
199.136.	0.250341
199.204.	0.955248
2.119.18	0.743131
2.231.17	0.744354
2.25.127	0.198558
2.35.241	0.457482
2.50.231	0.466310
2.76.218	0.568395
20.111.1	0.060601
20.147.1	0.135023
20.162.1	0.717305
20.2.183	0.606454
20.248.1	0.739977
20.26.21	0.557575
200.149.	0.241434
200.217.	0.676313
200.251.	0.533463
200.70.2	0.850907
201.12.8	0.772525
201.146.	0.594336
201.218.	0.491088
201.242.	0.966781
201.44.2	0.533565
201.69.1	0.643981
202.220.	0.247998
202.225.	0.708669
202.232.	0.876915
202.41.1	0.204821
202.72.1	0.096930
202.88.3	0.151899
203.101.	0.478697
203.186.	0.576981
203.220.	0.485991
203.24.2	0.703520
203.242.	0.651803
203.7.25	0.314450
203.95.2	0.262035
204.126.	0.804322
204.175.	0.119496
204.218.	0.662953
204.65.2	0.525936
205.111.	0.963072
205.164.	0.971825
205.34.1	0.427692
205.70.2	0.691449
206.108.	0.140584
206.166.	0.502838
206.178.	0.762347
206.86.1	0.567074
206.91.2	0.898726
207.17.3	0.224100
207.237.	0.010866
207.247.	0.776991
207.44.2	0.267302
208.209.	0.751991
208.53.1	0.947848
209.100.	0.877537
209.11.3	0.591611
209.147.	0.642291
209.157.	0.025006
21.138.1	0.914561
21.173.1	0.212955
21.175.2	0.210145
21.23.90	0.536020
21.6.202	0.225850
210.11.1	0.853356
210.211.	0.839505
210.232.	0.513780
211.192.	0.852979
211.249.	0.674755
211.71.1	0.582541
212.127.	0.667943
212.167.	0.828016
212.188.	0.965410
212.233.	0.239778
212.82.1	0.330595
213.100.	0.171940
213.114.	0.290732
213.135.	0.306951
213.52.8	0.512719
213.75.8	0.822146
213.88.1	0.779010
213.93.1	0.102506
214.4.54	0.226550
214.46.1	0.461293
215.109.	0.844629
215.110.	0.382678
215.153.	0.412952
215.185.	0.229916
215.210.	0.549987
215.248.	0.026909
215.65.1	0.760460
215.91.1	0.102140
216.114.	0.925455
216.120.	0.377133
216.145.	0.159473
216.17.1	0.439308
216.188.	0.460227
216.56.2	0.313413
217.165.	0.991671
217.251.	0.888265
218.70.1	0.923815
219.109.	0.444919
219.121.	0.140545
219.124.	0.952771
219.141.	0.825077
219.235.	0.745801
219.69.2	0.861114
22.159.2	0.056577
22.82.80	0.484466
220.181.	0.814330
220.244.	0.167041
220.87.1	0.014692
221.111.	0.573555
221.166.	0.359664
221.35.1	0.948342
221.58.1	0.859640
222.1.45	0.377698
222.242.	0.332643
223.83.1	0.177469
223.87.2	0.470705
224.107.	0.935838
224.145.	0.648401
224.159.	0.489961
224.169.	0.755074
224.44.4	0.586115
224.87.4	0.746343
224.95.2	0.661354
224.98.2	0.190202
225.129.	0.734533
225.181.	0.792231
225.201.	0.961347
225.228.	0.110924
225.39.1	0.249619
225.75.1	0.869379
225.92.9	0.421712
226.0.22	0.108775
226.15.1	0.554438
226.238.	0.557727
226.52.1	0.894197
226.79.1	0.903019
227.151.	0.768804
227.179.	0.470418
227.201.	0.929815
227.206.	0.990413
227.209.	0.115967
227.220.	0.789191
227.246.	0.008616
228.114.	0.545817
228.121.	0.074734
228.20.9	0.018233
228.223.	0.467260
228.232.	0.782153
228.29.1	0.351417
228.45.2	0.980481
228.87.1	0.878529
228.94.4	0.863436
229.193.	0.494661
229.226.	0.219645
229.234.	0.135900
229.96.1	0.126911
229.99.2	0.160431
23.1.187	0.759770
23.161.1	0.106076
23.213.1	0.891762
23.90.38	0.975517
230.0.3.	0.958211
230.116.	0.657585
230.117.	0.284009
230.241.	0.643853
230.78.1	0.657161
230.88.1	0.950381
231.11.2	0.440980
231.77.2	0.108742
232.16.6	0.731170
232.187.	0.091265
232.249.	0.998635
232.50.1	0.916507
232.62.1	0.285117
232.72.1	0.557104
233.60.3	0.526376
233.65.1	0.936433
233.69.8	0.550074
234.102.	0.011519
234.104.	0.849267
234.220.	0.437975
234.24.1	0.395164
235.185.	0.626655
235.203.	0.889204
236.103.	0.832117
236.121.	0.490341
236.128.	0.294481
236.183.	0.243088
236.215.	0.015174
237.126.	0.392889
237.162.	0.272886
237.204.	0.352290
237.249.	0.325231
237.79.1	0.593749
238.162.	0.283309
238.180.	0.281756
239.108.	0.335092
239.146.	0.820322
239.226.	0.614578
239.232.	0.902732
239.26.0	0.770220
239.40.7	0.455642
24.19.15	0.879215
24.211.3	0.689169
24.81.24	0.657941
240.6.84	0.283961
240.82.2	0.850344
241.199.	0.792940
241.45.1	0.274838
242.130.	0.224147
242.170.	0.566159
242.180.	0.466575
242.25.2	0.732830
242.7.11	0.309896
243.88.2	0.663279
244.166.	0.343182
244.220.	0.366277
244.248.	0.720535
244.29.1	0.514929
244.67.2	0.479922
245.113.	0.796918
245.199.	0.534993
245.231.	0.534835
245.43.5	0.415948
246.151.	0.108557
246.216.	0.509876
246.226.	0.010560
247.170.	0.287921
247.200.	0.645521
247.246.	0.398728
247.71.2	0.846667
248.196.	0.030244
248.229.	0.290374
248.62.2	0.203602
248.67.1	0.037704
248.71.1	0.190592
248.99.8	0.977285
249.115.	0.211656
249.187.	0.579157
249.188.	0.397802
249.203.	0.371829
249.213.	0.724604
25.72.68	0.249546
25.97.78	0.025300
250.193.	0.016495
251.139.	0.761728
251.16.1	0.054496
251.171.	0.618027
251.175.	0.469606
251.177.	0.107004
251.181.	0.571484
251.233.	0.421990
251.39.4	0.589738
251.67.2	0.303741
252.102.	0.112177
252.133.	0.390634
252.16.2	0.247700
252.47.2	0.796902
252.96.2	0.551367
253.102.	0.854970
253.168.	0.517253
253.197.	0.053438
253.25.1	0.347184
254.162.	0.599528
26.184.2	0.639186
28.122.2	0.246338
28.169.4	0.244843
28.225.2	0.003748
28.67.24	0.178609
28.89.23	0.611432
29.11.14	0.859346
29.16.23	0.293829
29.162.1	0.097373
29.210.2	0.455989
29.211.2	0.894993
29.248.9	0.804134
29.35.24	0.805586
29.52.24	0.768469
3.108.18	0.586529
3.11.226	0.785824
3.130.25	0.989239
3.230.15	0.858061
30.224.7	0.989271
30.249.1	0.017443
30.61.23	0.595085
30.9.93.	0.543902
31.142.2	0.050691
31.145.1	0.163075
31.147.2	0.189052
31.213.2	0.321057
31.40.19	0.359339
31.59.22	0.959577
31.63.26	0.371357
32.153.1	0.077197
32.209.8	0.415250
32.239.6	0.300466
32.249.1	0.247564
32.253.1	0.536673
32.40.21	0.770900
32.86.33	0.094334
33.224.6	0.754707
33.226.1	0.117924
34.148.2	0.145566
34.15.5.	0.083171
34.163.2	0.702362
34.167.2	0.374842
34.212.1	0.893246
34.215.1	0.015384
34.44.13	0.380129
34.51.13	0.321447
34.57.45	0.142023
34.7.163	0.729830
34.70.17	0.170125
35.141.1	0.797219
35.143.2	0.879263
35.188.1	0.584612
35.22.21	0.565061
35.49.16	0.126484
35.75.17	0.031174
36.122.1	0.725441
36.184.3	0.859159
36.200.1	0.496461
37.188.2	0.885178
37.78.30	0.340801
38.152.7	0.691540
38.218.4	0.953818
38.29.84	0.781169
38.32.12	0.429554
38.56.19	0.189532
39.121.1	0.435929
39.151.5	0.249573
39.225.7	0.471158
4.199.21	0.965942
40.141.5	0.302845
40.142.4	0.872104
40.154.7	0.267134
40.163.1	0.180293
40.96.57	0.016080
41.181.8	0.139319
41.193.7	0.970863
41.217.2	0.250086
41.218.4	0.036364
41.3.208	0.529860
42.193.1	0.478020
42.213.1	0.034180
42.5.129	0.241239
43.111.2	0.715292
43.131.2	0.799600
43.212.1	0.626780
44.194.2	0.707614
44.250.2	0.008372
44.70.20	0.894406
44.71.26	0.346876
44.73.10	0.582211
44.87.22	0.093765
45.119.1	0.546281
45.221.1	0.305197
45.35.16	0.461707
45.75.16	0.480384
46.160.1	0.507660
46.27.13	0.279894
46.78.12	0.767426
47.160.1	0.935660
47.208.1	0.524827
47.212.1	0.673319
47.224.2	0.805376
47.55.14	0.732988
47.89.86	0.358548
48.121.2	0.657720
48.214.1	0.768814
48.221.1	0.677877
48.76.22	0.461003
5.183.14	0.061952
5.209.22	0.573012
5.35.233	0.915886
5.65.146	0.703429
5.93.2.1	0.183120
50.193.1	0.103788
50.210.1	0.652477
51.117.1	0.641391
51.140.2	0.924112
51.183.1	0.866969
51.40.23	0.615056
51.55.53	0.380827
52.189.1	0.490570
53.114.3	0.815009
53.172.1	0.521727
53.208.3	0.472735
54.147.2	0.909791
54.168.1	0.879755
54.170.1	0.660206
54.60.22	0.876806
55.159.6	0.567293
55.164.2	0.437651
55.193.1	0.060460
55.27.82	0.138431
55.35.13	0.485105
55.60.66	0.628799
56.203.9	0.296124
56.34.17	0.135132
57.131.2	0.995550
57.169.9	0.979008
57.222.1	0.475716
57.43.19	0.497747
57.83.87	0.274585
58.107.5	0.012802
58.199.2	0.369852
58.66.12	0.520779
59.220.1	0.174464
59.9.203	0.751723
59.98.18	0.846995
6.145.22	0.014808
6.160.40	0.345939
6.176.80	0.259440
6.80.135	0.485828
60.218.5	0.660278
60.241.2	0.389802
60.5.3.1	0.785667
60.64.81	0.825752
61.138.1	0.244375
61.146.1	0.025976
61.19.17	0.866170
61.248.1	0.896090
61.54.21	0.887657
62.223.1	0.020555
62.237.3	0.617964
62.29.16	0.670874
62.49.90	0.482675
63.122.1	0.368645
63.140.1	0.821410
63.160.1	0.106142
63.186.5	0.611915
63.234.1	0.834925
63.25.11	0.777352
64.215.2	0.051813
64.3.58.	0.078521
65.186.3	0.564621
65.192.1	0.588667
65.32.15	0.770903
65.62.22	0.967131
65.86.16	0.545556
66.100.1	0.819670
66.130.5	0.557856
66.140.1	0.684392
66.155.2	0.785889
66.162.1	0.781692
67.142.1	0.956139
67.191.1	0.572852
67.229.1	0.450383
67.52.14	0.567033
67.53.16	0.898063
68.141.2	0.017969
69.227.1	0.332603
69.44.74	0.815509
7.242.10	0.818608
7.86.87.	0.316467
70.115.2	0.899200
70.17.20	0.957265
70.241.1	0.282766
70.52.14	0.271069
71.116.2	0.293324
71.158.1	0.382817
71.180.3	0.974033
71.249.1	0.482437
71.70.15	0.654597
72.187.9	0.282246
72.20.10	0.856915
72.210.8	0.995659
72.214.7	0.543738
72.63.15	0.241653
73.102.2	0.707238
73.124.6	0.917513
73.182.1	0.875543
73.62.81	0.078075
73.72.36	0.724494
74.246.1	0.415307
74.249.9	0.523268
75.12.12	0.296538
75.221.9	0.924453
75.230.1	0.461237
76.190.1	0.546649
76.200.7	0.963180
76.253.1	0.855810
77.252.6	0.913658
78.156.1	0.241880
78.16.23	0.397969
78.177.2	0.896127
78.229.1	0.326416
78.250.2	0.250394
78.7.122	0.919131
79.14.12	0.863847
79.20.95	0.369806
79.62.20	0.586439
8.126.23	0.424331
8.190.50	0.349683
8.212.25	0.493397
8.249.22	0.218016
8.26.183	0.949298
8.35.208	0.500488
80.129.2	0.431813
81.114.1	0.330455
81.23.11	0.085055
81.241.1	0.720456
81.38.25	0.247655
82.103.1	0.034500
82.124.7	0.310821
82.173.1	0.439650
82.208.9	0.253259
82.55.16	0.616343
82.8.31.	0.612803
83.168.2	0.545782
83.177.1	0.706619
83.223.2	0.310754
83.224.9	0.189237
83.66.2.	0.924848
83.68.20	0.255658
83.77.24	0.692105
84.115.3	0.369134
84.148.2	0.195633
84.167.1	0.544429
84.54.80	0.880686
85.62.16	0.141712
85.62.22	0.986186
86.11.87	0.324353
86.157.9	0.814800
86.35.18	0.337947
87.14.22	0.323575
87.218.2	0.729144
88.254.1	0.355810
89.1.58.	0.620847
89.144.2	0.855465
89.69.15	0.124526
9.52.58.	0.448834
9.82.63.	0.937687
90.143.5	0.145059
90.166.1	0.963957
90.199.2	0.200929
90.248.1	0.530214
91.84.12	0.166897
92.144.2	0.570575
92.160.2	0.217640
92.199.1	0.442040
92.20.6.	0.527061
92.211.5	0.708884
92.215.1	0.201627
92.232.1	0.774756
92.65.6.	0.702135
93.179.3	0.450964
94.111.8	0.902580
94.146.3	0.966255
94.227.1	0.092530
94.64.11	0.278578
94.76.98	0.159321
95.116.1	0.729508
95.121.1	0.920475
95.142.2	0.747028
95.156.8	0.086179
95.187.7	0.771596
95.190.2	0.702843
95.249.3	0.700217
95.27.11	0.027591
95.6.19.	0.250177
96.243.1	0.708416
96.40.18	0.595381
96.54.16	0.209932
96.81.93	0.814663
96.84.66	0.959362
97.101.1	0.472345
97.183.9	0.268599
97.185.2	0.213487
97.189.1	0.816610
97.190.2	0.934590
97.31.21	0.380152
98.129.1	0.621548
98.133.1	0.230824
98.51.84	0.743315
99.108.2	0.089304
99.134.5	0.439222
99.171.6	0.482659
99.195.2	0.950845
99.234.2	0.989356
99.48.14	0.315059
